"ID","InstitutionID","datasetName","catalogNumber","occurrenceRemarks","recordNumber","recordedBy","sex","otherCatalogNumbers","associatedTaxa","eventID","eventDate","year","month","day","verbatimEventDate","habitat","fieldNumber","fieldNotes","country","stateProvince","county","municipality","locationID","locality","verbatimLocality","verbatimElevation","minimumElevationInMeters","maximumElevationInMeters","verbatimCoordinates","verbatimLatitude","verbatimLongitude","substrate","aocr:verbatimScientificName","aocr:verbatimInstitution","decimalLatitude","decimalLongitude","identificationID","identifiedBy","dateIdentified","identificationRemarks","identificationQualifier","taxonID","typeStatus","scientificName","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","basisOfRecord","occurrenceID"
125,,"LICHENS OF Ontario (599)","TENN-L-0000083",,"599","H. A. Sierk",,,,ark:/21547/Fg2_119,"1957-08-01",,,,"August l, 1957","On Betula",,,"Canada","Ontario",,"Ontario",ark:/21547/Fh2_119,,"Carp River on Hwy. 17",,,,,,,,"Alectoria nidulifera Norrl.","University of Tennessee (TENN)",,,ark:/21547/Fj2_123,"H. A. Sierk","1957-08-01",,,ark:/21547/Fi2_123,,"Alectoria nidulifera Norrl.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_119
126,,"FLORA OF NORTH CAROLINA","TENN-L-0000084",,"502","Barbara Moore",,,,ark:/21547/Fg2_120,"1963-04-13",,,,"13 April 1963","Substratum tree bark",,,"USA","NORTH CAROLINA","Swain",,ark:/21547/Fh2_120,,"Noland Divide trail near Sasafrass Gap",,,,,,,,"Alectoria nidulifera","University of Tennessee (TENN)",,,ark:/21547/Fj2_124,"Barbara Moore",,,,ark:/21547/Fi2_124,,"Alectoria nidulifera",,,,,,,PreservedSpecimen,ark:/21547/Ff2_120
127,,"FLORA OF NORTH CAROLINA","TENN-L-0000087",,"252","Barbara Moore",,,,ark:/21547/Fg2_121,"1963-06-21",,,,"21 June 1963","Substratum rail fence",,,"USA","NORTH CAROLINA","Haywood",,ark:/21547/Fh2_121,,"near Cataloochee camping area",,,,,,,,"Alectoria nidulifera Norrl.","University of Tennessee (TENN)",,,ark:/21547/Fj2_125,"Barbara Moore",,,,ark:/21547/Fi2_125,,"Alectoria nidulifera Norrl.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_121
128,,"Lichens of COLORADO","TENN-L-0000089",,"4387","Walter Kiener",,,,ark:/21547/Fg2_122,"1936-07-25",,,,"July 25,1936","Over siliceous rocks",,,"U.S.A.","COLORADO",,,ark:/21547/Fh2_122,,"Rocky Mountain National Park, Longs Peak. High-alpine","13,500 ft.",,,"Lat.40° N.",,,,"Alectoria nigricans (Ach.) Nyl","University of Tennessee (TENN)",,,ark:/21547/Fj2_126,,,,,ark:/21547/Fi2_126,,"Alectoria nigricans (Ach.) Nyl",,,,,,,PreservedSpecimen,ark:/21547/Ff2_122
129,,"LICHENS OF NORTH AMERICA","TENN-L-0000090",,,"E. Clebsch",,,,ark:/21547/Fg2_123,,,,,"19-23 June 1967",,,,"USA","AK",,,ark:/21547/Fh2_123,,"Amchitha Island",,,,,,,,"Alectoria cv nigricans","University of Tennessee (TENN)",,,ark:/21547/Fj2_127,,,,,ark:/21547/Fi2_127,,"Alectoria nigricans",,,,,,,PreservedSpecimen,ark:/21547/Ff2_123
130,,"LICHENS OF ALASKA","TENN-L-0000091",,,"A.J. Sharp",,,,ark:/21547/Fg2_124,"1958-07-19",,,,"19 July 1958",,,,"USA","ALASKA",,,ark:/21547/Fh2_124,,"At the Point, Barrow",,,,,,,,"Alectoria nigricans (Ach.) Nyl.","University of Tennessee (TENN)",,,ark:/21547/Fj2_128,"JWT.","1963",,,ark:/21547/Fi2_128,,"Alectoria nigricans (Ach.) Nyl.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_124
131,,"LICHENS OF ALASKA","TENN-L-0000093",,,"John Koranda",,,,ark:/21547/Fg2_125,"1956-08-24",,,,"24 Aug 1956",,,,"USA","ALASKA",,,ark:/21547/Fh2_125,,"Barrow area, from clip quadrat b 15+ (10)",,,,,,,,"Alectoria nigricans (Ach.) Nyl.","University of Tennessee (TENN)",,,ark:/21547/Fj2_129,"J. W. Thomson",,,,ark:/21547/Fi2_129,,"Alectoria nigricans (Ach.) Nyl.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_125
132,,"LICHENS OF NORTH AMERICA","TENN-L-0000095",,,"E. Clebsch",,,,ark:/21547/Fg2_126,,,,,"19-23 June 1967",,,,"USA","Alaska",,,ark:/21547/Fh2_126,,"Amachitha Island",,,,,,,,"A1ectoria ochrolenia","University of Tennessee (TENN)",,,ark:/21547/Fj2_130,,,,,ark:/21547/Fi2_130,,"A1ectoria ochrolenia",,,,,,,PreservedSpecimen,ark:/21547/Ff2_126
133,,,"TENN-L-0000097",,"3736","A. J. Sharp",,,,ark:/21547/Fg2_127,"1967-06-27",,,,"27 June 1967","Moist soil, open",,,"USA","Alaska",,,ark:/21547/Fh2_127,,"Near Topside, Amchitka",,,,,,,,"Alectoria ochrolenia (Ehrh.) Nyl.","University of Tennessee (TENN)",,,ark:/21547/Fj2_131,,,,,ark:/21547/Fi2_131,,"Alectoria ochrolenia (Ehrh.) Nyl.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_127
134,,"LICHENS DU NOUVEAU-QUEBEC","TENN-L-0000098",,"8017","Mason Hale",,,,ark:/21547/Fg2_128,"1965-08-12",,,,"12 aout 1965",,,,"Canada","QUEBEC",,,ark:/21547/Fh2_128,,"LAC PAYNE, Toundra",,,,"Circa 59° 17' N. 73° 25' W.",,,,"Alectoria ochroleuca (Ehrh.) Nyl","University of Tennessee (TENN)",,,ark:/21547/Fj2_132,,,,,ark:/21547/Fi2_132,,"Alectoria ochroleuca (Ehrh.) Nyl",,,,,,,PreservedSpecimen,ark:/21547/Ff2_128
135,,"LICHENES ARCTICI (90)","TENN-L-0000099",,,"J. W. Thomson & J.A. Larsen",,,,ark:/21547/Fg2_129,,,,,"July 16-21, 1962","In open tundra and on sand",,,"Canada","NORTHWEST TERRITORIES",,,ark:/21547/Fh2_129,,"west side of Artillery Lake near Rat Lodge",,,,"63° 15' N, 106° W","63° 15' N","106° W",,"Alectoria ochroleuca (Ehrh.)Nyl.","University of Tennessee (TENN)","63.25","-106",ark:/21547/Fj2_133,,,,,ark:/21547/Fi2_133,,"Alectoria ochroleuca (Ehrh.)Nyl.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_129
136,,"FLORA of ALASKA",,,"682","S. S. Talbot & W.B. Schofield",,,,ark:/21547/Fg2_130,"2001-07-28",,,,"28 July 2001","On peat in Picea mariana-Eriophorum vaginatum-Sphagnum girgensohnii peatland",,,"USA","ALASKA",,,ark:/21547/Fh2_130,,"Mile 1248 Alaska Hwy.; vicinity of Tetlin NWR","1,800 ft",,,"62°52.053'N 141°28.497'W","62°52.053'N","141°28.497'W",,"Cetraria islandica (l) Ach.",,"62.868","-141.475",ark:/21547/Fj2_134,"John W. Thomson","February 2002",,,ark:/21547/Fi2_134,,"Cetraria islandica (l) Ach.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_130
137,,"FLORA of ALASKA",,,"119","Stephen S. Talbot",,,,ark:/21547/Fg2_131,"1995-07-15",,,,"15 July 1995","Empetrum nigrum-Salix arctica heath of upper-mountain slope",,,"USA","ALASKA",,,ark:/21547/Fh2_131,,"Simeonof Is.; Shumagin Islands, W slope of Hill 1021, Quad. Map Simeonof Island (D-1)","250 m",,,"54° 56.118' N 159° 16.987 W","54°56.118'N","159°16.987'W",,"Cetraria islandica (L) Ach",,"54.935","-159.283",ark:/21547/Fj2_135,"John W. Thomson","1997",,,ark:/21547/Fi2_135,,"Cetraria islandica (L) Ach",,,,,,,PreservedSpecimen,ark:/21547/Ff2_131
138,,"FLORA OF ALASKA",,,"T1013-15","Stephen S. Talbot",,,,ark:/21547/Fg2_132,"1981-07-10",,,,"10 July 1981","Lowland Picea mariana - Ledum decumbens - Sphagnum fuscum bog",,,"USA","ALASKA",,,ark:/21547/Fh2_132,,"Funny River Road; Kenai NWR","120 ft.",,,"60°28'N, 151°00'W","60°28'N","151°00'W",,"Cetraria islandica (L) Ach.",,"60.467","-151",ark:/21547/Fj2_136,,,,,ark:/21547/Fi2_136,,"Cetraria islandica (L) Ach.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_132
139,,"FLORA OF ALASKA",,,"850","Stephen Talbot & Sandra Looman",,,,ark:/21547/Fg2_133,"1987-09-03",,,,"3 September 1987","Low herb snowbed",,,"USA","ALASKA",,,ark:/21547/Fh2_133,,"Chisik Island, Cook Inlet, Kenai (A7) Quadrangle","1800 feet",,,"60°09'N, 152°36'W","60°09'N","152°36'W",,"Cetraria islandica (L) Ach.",,"60.15","-152.6",ark:/21547/Fj2_137,,,,,ark:/21547/Fi2_137,,"Cetraria islandica (L) Ach.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_133
140,,"FLORA OF ALASKA",,,"T1006-39","Stephen S. Talbot",,,,ark:/21547/Fg2_134,"1981-07-05",,,,"5 July 1981","Site:  Alpine Dryas octopetala tundra",,,"USA","ALASKA",,,ark:/21547/Fh2_134,,"Mountains south of Big Indian Creek; Kenai NWR","2200 ft.",,,"60°48'N, 149°58'W","60°48'N","149°58'W",,"Cetraria islandica (L) Ach.",,"60.8","-149.967",ark:/21547/Fj2_138,,,,,ark:/21547/Fi2_138,,"Cetraria islandica (L) Ach.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_134
141,,"LICHENS OF SOUTHEAST ALASKA",,,,"C. Derr",,,"Tsuga mertensiana, Vaccinium ssp., Picea sitchensis, Phyllodoce galnduliflora, Empetrum nigrum,",ark:/21547/Fg2_135,"1991-08-01",,,,"1 Aug 1991","on ground",,,"USA","ALASKA",,,ark:/21547/Fh2_135,,"Tongass National Forest/ Stikine Area, Mitkof Is. Crystal Mt. NE Ridge, Petersburg C-3, Section 18NW, T61S, R81E ","ALT. (m.) 805",,,,,,,"Cetraria islandica (L.) Ach.",,,,ark:/21547/Fj2_139,"C. Derr, B. McCune","1992",,,ark:/21547/Fi2_139,,"Cetraria islandica (L.) Ach.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_135
142,,"FLORA of ALASKA",,,"SM97-132","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_136,"1997-07-19",,,,"19 July 1997","Empetrum nigrum-Cladina heath at base of mountain",,,"USA","ALASKA",,"St. Matthew",ark:/21547/Fh2_136,,"Glory of Russia Cape area, St. Matthew Island, Quad. Map St. Matthew, Alaska Quad","30",,,"60° 33.579'N 172° 56.891'W","60°33.579'N","172°56.891'W",,"Cetraria kamtczatica Savicz",,"60.56","-172.948",ark:/21547/Fj2_140,"John W. Thomson","1998",,,ark:/21547/Fi2_140,,"Cetraria kamtczatica Savicz",,,,,,,PreservedSpecimen,ark:/21547/Ff2_136
143,,"PLANTS OF NORTHERN ALASKA",,,"87-26","N. Grulke",,,,ark:/21547/Fg2_137,"1987-08",,,,"August, 1987","moist tussock tundra domin-",,,"USA","ALASKA",,,ark:/21547/Fh2_137,,"North Slope Foothills of the Cen-","635m",,,"68°38'N, 149°34'W","68°38'N","149°34'W",,"Cetraria kamtczatica Savicz",,"68.633","-149.567",ark:/21547/Fj2_141,,,,,ark:/21547/Fi2_141,,"Cetraria kamtczatica Savicz",,,,,,,PreservedSpecimen,ark:/21547/Ff2_137
144,,,,,,,,,,ark:/21547/Fg2_137,,,,,,"ated by Ledum palustre ssp. decumbens, Eriophorum ",,,,,,,ark:/21547/Fh2_137,,"tral Brooks Range (68°38'N,149°34'W) , .5 km E of ",,,,,,,,,,,,ark:/21547/Fj2_141,,,,,ark:/21547/Fi2_141,,,,,,,,,PreservedSpecimen,ark:/21547/Ff2_137
145,,,,,,,,,,ark:/21547/Fg2_137,,,,,,"vaginatum, Betula nana, and Vaccinium vitis-idaea",,,,,,,ark:/21547/Fh2_137,,"Toolik Lake",,,,,,,,,,,,ark:/21547/Fj2_141,,,,,ark:/21547/Fi2_141,,,,,,,,,PreservedSpecimen,ark:/21547/Ff2_137
146,,"FLORA OF ALASKA",,,"A91A","Stephen S. Talbot",,,,ark:/21547/Fg2_138,"1982-07-24",,,,"24 July 1982","Site:  Subalpine Betula nana - Vaccinium uliginosum shrubland",,,"USA","ALASKA",,,ark:/21547/Fh2_138,,"Mentasta Mountains; Tetlin NWR","4000 ft.",,,"62°41'N, 142°37'W","62°41'N","142°37'W",,"Cetraria laevigatum Rass",,"62.683","-142.617",ark:/21547/Fj2_142,,,,,ark:/21547/Fi2_142,,"Cetraria laevigatum Rass",,,,,,,PreservedSpecimen,ark:/21547/Ff2_138
147,,,"WIS-L-0011735",,"16199","C.E. Garton",,,,ark:/21547/Fg2_139,"1974-08-16",,,,"16 Aug. 1974","On sandy beach in exposed area often with Juniperus horizontalis",,,,,,,ark:/21547/Fh2_139,,"PUKASKWA NATIONAL PARK, Fisherman's beach at Oiseau Bay",,,,"48° 24' 86° 11'",,,,"Cetraria islandica (L.) Ach",,,,ark:/21547/Fj2_143,"H.L. Dickson","Oct. 1974",,,ark:/21547/Fi2_143,,"Cetraria islandica (L.) Ach",,,,,,,PreservedSpecimen,ark:/21547/Ff2_139
148,,"FLORA OF ALASKA",,,"1035","Stephen Talbot & Sandra Looman",,,,ark:/21547/Fg2_140,"1987-09-05",,,,"5 September 1987","Cliff margin at summit",,,"USA","ALASKA",,,ark:/21547/Fh2_140,,"Chisik Island, Cook Inlet Kenai (A7) Quadrangle","2500 - 2700 Feet",,,"60°09'N, 152°36'W","60°09'N","152°36'W",,"Cetraria kamtczatica Savicz",,"60.15","-152.6",ark:/21547/Fj2_144,,"1988",,,ark:/21547/Fi2_144,,"Cetraria kamtczatica Savicz",,,,,,,PreservedSpecimen,ark:/21547/Ff2_140
149,,"FLORA OF ALASKA",,,"757","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_141,"1988-07-22",,,,"22 Jul 1988","Mountain ridqe",,,"USA","ALASKA",,,ark:/21547/Fh2_141,,"West Arm Nevidiskov Bay, Attu Island, Aleutian Islands; Map/Quad.: Attu C-5 SW","1600-1900 ft",,,"52°48.5'N, 172°48.0'E","52°48.5'N","172°48.0'E",,"Cetraria islandica (L) Ach.",,"52.808","172.8",ark:/21547/Fj2_145,"John W. Thomson",,,,ark:/21547/Fi2_145,,"Cetraria islandica (L) Ach.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_141
150,,"FLORA OF ALASKA",,,"851","Stephen Talbot & Sandra Looman",,,,ark:/21547/Fg2_142,"1987-09-03",,,,"3 September 1987","Low herb snowbed",,,"USA","ALASKA",,,ark:/21547/Fh2_142,,"Chisik Island, Cook Inlet Kenai (A7) Quadrangle","1800 Feet",,,"60°09'N, 152°36'W",,,,"Cetraria islandica (L) Ach.",,"60°09'N","152°36'W",ark:/21547/Fj2_146,,,,,ark:/21547/Fi2_146,,"Cetraria islandica (L) Ach.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_142
151,,"FLORA OF ALASKA",,,"844","Stephen Talbot & Sandra Looman",,,,ark:/21547/Fg2_143,"9/3/1987",,,,"3 September 1987","Low herb snowbed",,,"USA","ALASKA",,,ark:/21547/Fh2_143,,"Chisik Island, Cook Inlet Kenai (A7) Quadrangle","1800 Feet",,,"60°09'N, 152°36'W","60°09'N","152°36'W",,"Cetraria islandica (L) Ach.",,"60.15","-152.6",ark:/21547/Fj2_147,,,,,ark:/21547/Fi2_147,,"Cetraria islandica (L) Ach.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_143
152,,"FLORA OF ALASKA",,,"88004-31","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_144,"1988-08-30",,,,"30 Aug 1988","Cladina, rangiferina-Arctostaphylos alpina heath; slope 2°; NW exposure; rounded summit",,,"USA","ALASKA",,,ark:/21547/Fh2_144,,"Chisik Island, Tuxedni Bay, Cook Inlet","2630 ft.",,,"60°09.6'N, 152°36.7'W","60°09.6'N","152°36.7'W",,"Cetraria kamtczatica Savicz",,"60.16","-152.612",ark:/21547/Fj2_148,"John W. Thomson",,,,ark:/21547/Fi2_148,,"Cetraria kamtczatica Savicz",,,,,,,PreservedSpecimen,ark:/21547/Ff2_144
153,,"FLORA OF ALASKA",,,"88065-27","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_145,"9/13/1988",,,,"13 Sep 1988","Vaccinium uliqinosum - Empetrum nigrum heath; slope 5°; South exposure; rounded summit",,,"USA","ALASKA",,,ark:/21547/Fh2_145,,"Chisik Island, Tuxedni Bay, Cook Inlet","2150 ft",,,"60°09.3'N, 152°35.4'W","60°09.3'N","152°35.4'W",,"Cetraria kamczatica Savicz",,"60.155","-152.59",ark:/21547/Fj2_149,"John W. Thomson",,,,ark:/21547/Fi2_149,,"Cetraria kamczatica Savicz",,,,,,,PreservedSpecimen,ark:/21547/Ff2_145
154,,"FLORA OF ALASKA",,,"88067-42","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_146,"1988-09-14",,,,"14 Sep 1988","Vaccinium uliginosum - Empetrum nigrum heath; slope 6°; SE exposure; rounded summit",,,"USA","ALASKA",,,ark:/21547/Fh2_146,,"Chisik Island, Tuxedni Bay, Cook Inlet","2400 ft",,,"60°09.5'N, 152°36.0'W","60°09.5'N","152°36.0'W",,"Cetraria kamczatica Savicz",,"60.158","-152.6",ark:/21547/Fj2_150,"John W.Thomson",,,,ark:/21547/Fi2_150,,"Cetraria kamczatica Savicz",,,,,,,PreservedSpecimen,ark:/21547/Ff2_146
155,,"FLORA OF ALASKA",,,"88003-26","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_147,"1988-08-30",,,,"30 Aug 1988","Cladina rangiferina-Arctostaphylos alpina heath: slope 4°; East exposure; rounded summit",,,"USA","ALASKA",,,ark:/21547/Fh2_147,,"Chisik Island, Tuxedni Bay, Cook Inlet, Kenai (A-7) Quad.","2640 ft",,,"60°09.7'N, 152°36.7'W","60°09.7'N","152°36.7'W",,"Cetraria kamczatica Savicz",,"60.162","-152.612",ark:/21547/Fj2_151,"John W.Thomson",,,,ark:/21547/Fi2_151,,"Cetraria kamczatica Savicz",,,,,,,PreservedSpecimen,ark:/21547/Ff2_147
156,,"FLORA OF ALASKA",,,"88069-19","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_148,"1988-09-14",,,,"14 Sep 1988","Arctostaphylos alpina - Vaccinium uliginosum heath; slope 14°; SE exposure; rounded ridge",,,"USA","ALASKA",,,ark:/21547/Fh2_148,,"Chisik Island, Tuxedni Bay, Cook Inlet, Kenai (A-7) Quad.","2200 ft",,,"60°09.2'N, 152°36.4'W","60°09.2'N","152°36.4'W",,"Cetraria kamtczatica Savicz",,"60.153","-152.607",ark:/21547/Fj2_152,"John W.Thomson",,,,ark:/21547/Fi2_152,,"Cetraria kamtczatica Savicz",,,,,,,PreservedSpecimen,ark:/21547/Ff2_148
157,,"FLOBA OF ALASKA",,,"468","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_149,"1988-07-15",,,,"15 Jul 1988","Rock cliff outcrop",,,"USA","Alaska",,,ark:/21547/Fh2_149,,"Cape Wrangell, Attu Island, Aleutian Islands","1240-1600 ft",,,"52°55.4'N, 172°28.0'E","52°55.4'N","172°28.0'E",,"Cetraria kamzetica Sauicz",,"52.923","172.467",ark:/21547/Fj2_153,"John W. Thomson",,,,ark:/21547/Fi2_153,,"Cetraria kamzetica Sauicz",,,,,,,PreservedSpecimen,ark:/21547/Ff2_149
158,,"FLORA OF ALASKA",,,"434","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_150,"1988-07-15",,,,"15 Jul 1988","Rock cliff outcrop",,,"USA","ALASKA",,,ark:/21547/Fh2_150,,"Cape Wrangell, Attu Island, Aleutian Islands","1240-1600 ft",,,"52°55.4'N, 172°28.0'E","52°55.4'N","172°28.0'E",,"Cetraria kamzetica Sauiez",,"52.923","172.467",ark:/21547/Fj2_154,"John W. Thomson",,,,ark:/21547/Fi2_154,,"Cetraria kamzetica Sauiez",,,,,,,PreservedSpecimen,ark:/21547/Ff2_150
159,,"FLORA OF ALASKA",,,"714","Stephen Talbot & Sandra Looman",,,,ark:/21547/Fg2_151,"1987-09-03",,,,"3 September 1987","Alpine dwarf shrub tundra",,,"USA","ALASKA",,,ark:/21547/Fh2_151,,"Chisik Island, Cook Inlet, Kenai (A7) Quadrangle","2000 Feet",,,"60°09'N, 152°36'W","60°09'N","152°36'W",,"Cetraria laevigata Rass.",,"60.15","-152.6",ark:/21547/Fj2_155,,,,,ark:/21547/Fi2_155,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_151
160,,"FLORA OF ALASKA",,,"820","Stephen Talbot & Sandra Looman",,,,ark:/21547/Fg2_152,"1987-09-03",,,,"3 September 1987","Vaccinium uliginosum erect dwarf shrub",,,"USA","ALASKA",,,ark:/21547/Fh2_152,,"Chisik Island, Cook Inlet Kenai (A7) Quadrangle","1800 Feet",,,"60°09'N, 152°36'W","60°09'N","152°36'W",,"Cetraria laevigata Rass.",,"60.15","-152.6",ark:/21547/Fj2_156,,,,,ark:/21547/Fi2_156,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_152
161,,"FLORA OF ALASKA",,,"713","Stephen Talbot & Sandra Looman",,,,ark:/21547/Fg2_153,"1987-09-03",,,,"3 September 1987","Alpine dwarf shrub tundra",,,"USA","ALASKA",,,ark:/21547/Fh2_153,,"Chisik Island, Cook Inlet Kenai (A7) Quadrangle","2000 Feet",,,"60°09'N, 152°36'W","60°09'N","152°36'W",,"Cetraria laevigata Rass.",,"60.15","-152.6",ark:/21547/Fj2_157,,,,,ark:/21547/Fi2_157,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_153
162,,"PLANTS OF ONTARIO",,,"15315","C.E.Garton",,,,ark:/21547/Fg2_154,"1972-09-28",,,,"28 Sept. 1972","On raised boulder beach with other lichens and mosses",,,"Canada","ONTARIO",,,ark:/21547/Fh2_154,,"McKay Harbour, SE. corner of Simpson I., N. shore of Lake Superior.",,,,"N48 o 44' w 87° 38'",,,,"Cetraria laevigata Rass.",,,,ark:/21547/Fj2_158,"P.Y.Wong","Nov. 1975",,,ark:/21547/Fi2_158,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_154
163,,"FLORA OF ALASKA",,,"845","Stephen Talbot & Sandra Looman",,,,ark:/21547/Fg2_155,"9/3/1987",,,,"3 September 1987","Low herb snowbed",,,"USA","ALASKA",,,ark:/21547/Fh2_155,,"Chisik Island, Cook Inlet Kenai (A7) Quadrangle","1800 Feet",,,"60°09'N, 152°36'W","60°09'N","152°36'W",,"Cetraria laevigata Rass.",,"60.15","-152.6",ark:/21547/Fj2_159,,,,,ark:/21547/Fi2_159,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_155
164,,"PLANTS OF NORTHERN ALASKA",,,"87-24","N. Grulke",,,,ark:/21547/Fg2_156,"1987-08",,,,"August, 1987","moist tussock tundra domin- ated by Ledum palustre ssp. decumbens, Eriophorum vaginatum, Betula nana, and Vaccinium vitis-idaea",,,"USA","ALASKA",,,ark:/21547/Fh2_156,,"Collected in the North Slope Foothills of the Cen- tral Brooks Range (68Â°38'N,149Â°34'W), .5 km E of Toolik Lake","635 m",,,"68Â°38'N,149Â°34'W","68Â°38'N","149Â°34'Ws",,"Cetraria laevigata Rass.",,,,ark:/21547/Fj2_160,,,,,ark:/21547/Fi2_160,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_156
165,,,"WIS-L-0012041",,"210","Stephen S. Talbot",,,,ark:/21547/Fg2_157,"2003-07-19",,,,"19 July 2003","Picea mariana-Ledum decumbens-Rubus chamaemorus-Sphagnum woodland bog",,"FLORA of ALASKA","USA","ALASKA",,"Shungnak",ark:/21547/Fh2_157,,"Selawik NWR","11 ft",,,"66°33'41.6""N, 158°59'56.6""W","66°33'41.6""N","158°59'56.6""W",,"Cetraria laevigata Rass.",,"66.562","-158.999",ark:/21547/Fj2_161,"John W. Thomson","2003-11",,,ark:/21547/Fi2_161,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_157
166,,"FLORA OF ALASKA",,,"88034-31","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_158,"9/5/1988",,,,"5 Sept 1988","Arctostaphylos alpina - Cladina rangiferina heath: slope 8°; SSE exposure; ridge",,,"USA","ALASKA",,,ark:/21547/Fh2_158,,"Chisik Island, Tuxedni Bay, Cook Inlet","1740 ft",,,"60°08.0'N, 152°36.3'W","60°08.0'N","152°36.3'W",,"Cetraria laevigata Rass.",,"60.133","-152.605",ark:/21547/Fj2_162,"John W.Thomson",,,,ark:/21547/Fi2_162,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_158
167,,"FLORA OF ALASKA",,,"88038-23A","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_159,"1988-09-05",,,,"5 Sept 1988","Luekea pectinata - Geranium erianthum low forb meadow; slope 2°; South exposure; open depression",,,"USA","ALASKA",,,ark:/21547/Fh2_159,,"Chisik Island, Tuxedni Bay, Cook Inlet, Kenai (A-7) Quad.","1300 ft",,,"60°08.4'N, 152°36.1'W","60°08.4'N","152°36.1'W",,"Cetraria laevigata Rass.",,"60.14","-152.602",ark:/21547/Fj2_163,"John W. Thomson",,,,ark:/21547/Fi2_163,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_159
