"ID","InstitutionID","datasetName","catalogNumber","occurrenceRemarks","recordNumber","recordedBy","sex","otherCatalogNumbers","associatedTaxa","eventID","eventDate","year","month","day","verbatimEventDate","habitat","fieldNumber","fieldNotes","country","stateProvince","county","municipality","locationID","locality","verbatimLocality","verbatimElevation","minimumElevationInMeters","maximumElevationInMeters","verbatimCoordinates","verbatimLatitude","verbatimLongitude","substrate","aocr:verbatimScientificName","aocr:verbatimInstitution","decimalLatitude","decimalLongitude","identificationID","identifiedBy","dateIdentified","identificationRemarks","identificationQualifier","taxonID","typeStatus","scientificName","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","basisOfRecord","occurrenceID"
168,,"FLORA of ALASKA",,,"SM97-137","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_160,"1997-07-19",,,,"19 July 1997","On mosses in Salix arctica-Cladina heath at base of mountain",,,"USA","ALASKA",,,ark:/21547/Fh2_160,,"Glory of Russia Cape area, St. Matthew Island, St. Matthew, Alaska Quad.","30m",,,"60°33.579'N, 172°56.891'W","60°33.579'N","172°56.891'W",,"Cetraria laevigata Rassad.",,"60.56","-172.948",ark:/21547/Fj2_164,"John W. Thomson","1998",,,ark:/21547/Fi2_164,,"Cetraria laevigata Rassad.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_160
169,,"FLORA of ALASKA",,,"SM97-158","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_161,"1997-07-20",,,,"20 July 1997","Carex aquatilis-lichen peatland",,,"USA","ALASKA",,,ark:/21547/Fh2_161,,"Glory of Russia Cape area, St. Matthew Island, St. Matthew, Alaska Quad.","33 m",,,"60° 33.436'N 172° 55.950'W","60°33.436'N","172°55.950'W",,"Cetraria laevigata Rassad",,"60.557","-172.933",ark:/21547/Fj2_165,"John W. Thomson","1998",,,ark:/21547/Fi2_165,,"Cetraria laevigata Rassad",,,,,,,PreservedSpecimen,ark:/21547/Ff2_161
170,,"FLORA of ALASKA",,,"SM97-094B","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_162,"7/19/1997",,,,"19 July 1997","On peat mound in Carex aquatilis-Salix peatland",,,"USA","ALASKA",,,ark:/21547/Fh2_162,,"Glory of Russia Cape area, St. Matthew Island, St. Matthew, Alaska Quad.","30m",,,"60°33.582'N, 172°56.445'W","60°33.582'N","172°56.445'W",,"Cetraria laeviagata Rass",,"60.56","-172.941",ark:/21547/Fj2_166,"John W. Thomson","1998",,,ark:/21547/Fi2_166,,"Cetraria laeviagata Rass",,,,,,,PreservedSpecimen,ark:/21547/Ff2_162
171,,"FLORA OF ALASKA",,,"88005-27","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_163,"8/30/1988",,,,"30 Aug 1988","Cladina sylvatica-Vaccinium uliqinosum heath; slope 18°; NE exposure; rounded summit",,,"USA","ALASKA",,,ark:/21547/Fh2_163,,"Chisik Island, Tuxedni Bay, Cook Inlet","2630 ft",,,"60°09.7'N, 152°36.2'W","60°09.7'N","152°36.2'W",,"Cetraria laevigata Rass.",,"60.162","-152.603",ark:/21547/Fj2_167,"John W. Thomson",,,,ark:/21547/Fi2_167,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_163
172,,"FLORA OF ALASKA",,,"88004-26","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_164,"1988-08-30",,,,"30 Aug 1988","Cladina rangiferina-Arctostaphylos alpina heath; slope 2°; NW exposure; rounded summit",,,"USA","ALASKA",,,ark:/21547/Fh2_164,,"Chisik Island, Tuxedni Bay, Cook Inlet","2630 ft",,,"60°09.6'N, 152°36.7'W","60°09.6'N","152°36.7'W",,"Cetraria laevigata Rass.",,"60.16","-152.612",ark:/21547/Fj2_168,"John W.Thomson",,,,ark:/21547/Fi2_168,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_164
173,,"FLORA of ALASKA",,,"SM97-110","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_165,"7/19/1997",,,,"19 July 1997","On mosses in rocky talus slope interspersed with Empetrum nigrum-Salix arctica heath",,,"USA","ALASKA",,,ark:/21547/Fh2_165,,"Glory of Russia Cape area, St. Matthew Island, St. Matthew, Alaska Quad.","100 m",,,"60°33.458'N, 172°56.761'W","60°33.458'N","172°56.761'W",,"Cetraria laevigata Rassad.",,"60.558","-172.946",ark:/21547/Fj2_169,"John W. Thomson","1998",,,ark:/21547/Fi2_169,,"Cetraria laevigata Rassad.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_165
174,,"FLORA of ALASKA",,,"271","Stephen S. Talbot & Sandra L. Talbot",,,,ark:/21547/Fg2_166,"1996-07-20",,,,"20 July 1996","Beneath boulder on upper mountain slope",,,"USA","ALASKA",,,ark:/21547/Fh2_166,,"Simeonof Is.; Shumagin Islands, N slope of Hill 1436, Simeonof Island (D-1), Alaska","400 m",,,"54°54.109'N, 159°15.935'W","54°54.109'N","159°15.935'W",,"Cetraria laevigata Rass.",,"54.902","-159.266",ark:/21547/Fj2_170,"John W. Thomson","1997",,,ark:/21547/Fi2_170,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_166
175,,"FLORA of ALASKA",,,"214","Stephen S. Talbot",,,,ark:/21547/Fg2_167,"2003-07-19",,,,"19 July 2003","Ledum decumbens-Andromeda polifolia-Rubus chamaemorus-Sphagnum girgensohnii bog",,,"USA","ALASKA",,,ark:/21547/Fh2_167,,"Selawik NWR, Shungnak (C-6) Alaska","11 ft",,,"66°33'41.6""N, 158°59'56.6""W","66°33'41.6""N","158°59'56.6""W",,"Cetraria laevigata Rass.",,"66.562","-158.999",ark:/21547/Fj2_171,"John W. Thomson","2003-11",,,ark:/21547/Fi2_171,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_167
176,,"FLORA of ALASKA",,,"224A","Stephen S. Talbot",,,,ark:/21547/Fg2_168,"2003-07-19",,,,"19 July 2003","On feathermosses in Picea mariana-Vaccinium uliginosum/V. vitis-idaea-Pleurozium schreberi woodland",,,"USA","ALASKA",,,ark:/21547/Fh2_168,,"Selawik NWR, Shungnak (C-6) Alaska","11ft",,,"66°33'41.6""N, 158°59'56.6""W","66°33'41.6""N","158°59'56.6""W",,"Cetraria laevigata Rass.",,"66.562","-158.999",ark:/21547/Fj2_172,"John W. Thomson","November 2003",,,ark:/21547/Fi2_172,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_168
177,,"FLORA of ALASKA",,,"248","Stephen S. Talbot",,,,ark:/21547/Fg2_169,"2003-07-21",,,,"21 July 2003","Eriophorum vaginatum-Ledum decumbens bog",,,"USA","ALASKA",,,ark:/21547/Fh2_169,,"Shungnak (C-1) Alaska","11 ft",,,"Latitude 66°35'17.9"" N Longitude 158°59'38.7"" W","66°35'17.9""N","158°59'38.7""W",,"Cetraria laevigata Rass.",,"66.588","-158.994",ark:/21547/Fj2_173,"John W. Thomson","November 2003",,,ark:/21547/Fi2_173,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_169
178,,"FLORA of ALASKA",,,"221","Stephen S. Talbot",,,,ark:/21547/Fg2_170,"2003-07-19",,,,"19 July 2003","On mosses and plant litter in Ledum decumbens-Andromeda polifolia-Rubus chamaemorus-Sphagnum girgensohnii bog",,,"USA","ALASKA",,,ark:/21547/Fh2_170,,"Selawik NWR, Shungnak (C-6) Alaska","11 ft",,,"66°33'41.6""N, 158°59'56.6""W","66°33'41.6""N","158°59'56.6""W",,"Cetraria laevigata Rass.",,"66.562","-158.999",ark:/21547/Fj2_174,"John W. Thomson","2003-November",,,ark:/21547/Fi2_174,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_170
179,,"FLORA of ALASKA",,,"227A","Stephen S. Talbot",,,,ark:/21547/Fg2_171,"2003-07-19",,,,"19 July 2003","On feathermosses in Picea mariana-Vaccinium uliginosum/V. vitis-idaea-Pleurozium schreberi woodland",,,"USA","ALASKA",,"Shungnak",ark:/21547/Fh2_171,,"Selawik NWR, Shungnak (C-6) Alaska","11 ft",,,"66°33'41.6""N, 158°59'56.6""W","66°33'41.6""N","158°59'56.6""W",,"Cetraria laevigata Rass.",,"66.562","-158.999",ark:/21547/Fj2_175,"John W. Thomson","2003-11",,,ark:/21547/Fi2_175,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_171
180,,"FLORA of ALASKA",,,"225","Stephen S. Talbot",,,,ark:/21547/Fg2_172,"2003-07-19",,,,"19 July 2003","On feathermosses in Picea mariana-Vaccinium uliginosum/V vitis-idaea-Pleurozium schreberi woodland",,,"USA","ALASKA",,,ark:/21547/Fh2_172,,"Selawik NWR, Shungnak (C-6) Alaska","11 ft",,,"66°33'41.6""N, 158°59'56.6""W","66°33'41.6""N","158°59'56.6""W",,"Cetraria laevigata Rass.",,"66.562","-158.999",ark:/21547/Fj2_176,"John W. Thomson","2003-11",,,ark:/21547/Fi2_176,,"Cetraria laevigata Rass.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_172
181,,"FLORA of ALASKA",,,"225","Stephen S. Talbot",,,,ark:/21547/Fg2_173,"2003-07-19",,,,"19 July 2003","On feathermosses in Picea mariana-Vaccinium uliginosum/V. vitis-idaea-Pleurozium schreberi woodland",,,"USA","ALASKA",,,ark:/21547/Fh2_173,,"Selawik NWR, Shungnak (C-6) Alaska","11ft",,,"66°33'41.6""N 158°59'56.6""W","66°33'41.6""N","158°59'56.6""W",,"Cetraria laevigata",,"66.562","-158.999",ark:/21547/Fj2_177,"John W. Thomson","2003-11",,,ark:/21547/Fi2_177,,"Cetraria laevigata",,,,,,,PreservedSpecimen,ark:/21547/Ff2_173
182,,"FLORA of ALASKA",,,"228A","Stephen S. Talbot",,,,ark:/21547/Fg2_174,"2003-07-19",,,,"19 July 2003","Eriophorum vaginatum-Ledum decumbens-Rubus chamaemorus-Sphagnum bog",,,"USA","ALASKA",,,ark:/21547/Fh2_174,,"Selawik NWR, Shungnak (C-6) Alaska","11ft",,,,,,,"Cetraria laevigata",,,,ark:/21547/Fj2_178,"John W. Thomson","November 2003",,,ark:/21547/Fi2_178,,"Cetraria laevigata",,,,,,,PreservedSpecimen,ark:/21547/Ff2_174
183,,"FLORA of ALASKA",,,"405","Stephen S. Talbot & Sandra L. Talbot",,,,ark:/21547/Fg2_175,"1995-07-26",,,,"26 July 1995","On mosses over boulder in Salix arctica-Carex macrochaeta meadow",,,"USA","ALASKA",,,ark:/21547/Fh2_175,,"Simeonof Is.; Shumagin Islands, Alaska; NE corner of Hill 1436, Simeonof Island (D-1), Alaska","230 m",,,"54°54.1'N, 159°16.1'W","54°54.1'N","159°16.1'W",,"Caelocaulon muricatum (Ach.) Launden",,"54.902","-159.268",ark:/21547/Fj2_179,"John W. Thomson","1997",,,ark:/21547/Fi2_179,,"Caelocaulon muricatum (Ach.) Launden",,,,,,,PreservedSpecimen,ark:/21547/Ff2_175
184,,"FLORA of ALASKA",,,"71","Stephen S. Talbot",,,,ark:/21547/Fg2_176,"7/14/1995",,,,"14 July 1995","On mosses in Anemone narcissiflora meadow below mountain ridge on south-facing slope",,,"USA","ALASKA",,,ark:/21547/Fh2_176,,"Simeonof Is.; Shumagin Islands, Alaska; Hill 624, Simeonof Island (D-1), Alaska","250 m",,,"54°54.875'N, 159°15.470'W","54°54.875'N","159°15.470'W",,"Coelocaulon muricatum (Ach.) Laundon",,"54.915","-159.258",ark:/21547/Fj2_180,"John W. Thomson","1997",,,ark:/21547/Fi2_180,,"Coelocaulon muricatum (Ach.) Laundon",,,,,,,PreservedSpecimen,ark:/21547/Ff2_176
185,,"LICHENS OF SOUTHEAST ALASKA",,,,"E. Wilder",,,"Pinus contorta, Vaccinium ssp., Empetrum nigrum, Fauria crista-galli, Juniperus communis, Rubus arcticus",ark:/21547/Fg2_177,"1991-08-07",,,,"7 Aug 1991","on ground",,,"USA","ALASKA",,,ark:/21547/Fh2_177,,"Tongass National Forest/Ketchikan Area, Misty Fiords National Monument, Lake McDonald T 68S, R 88E, KTN D-6, Sec,33 SE1/4 of NW 1/4 ","(m.) 61",,,,,,,"Coelocaulon muricatum (Ach.) Laundon",,,,ark:/21547/Fj2_181,"L.Geisner","1992",,,ark:/21547/Fi2_181,,"Coelocaulon muricatum (Ach.) Laundon",,,,,,,PreservedSpecimen,ark:/21547/Ff2_177
186,,"FLORA OF ALASKA",,,"S15-8","Stephen S. Talbot",,,,ark:/21547/Fg2_178,"1981-10",,,,"October 1981","On rock",,,"USA","ALASKA",,,ark:/21547/Fh2_178,,"Simeonof Island, Simeonof NWR","120 feet",,,"54°54'N, 159°15'W","54°54'N","159°15'W",,"Coelocaulon muricatum (Ach.) Laundi",,"54.9","-159.25",ark:/21547/Fj2_182,,,,,ark:/21547/Fi2_182,,"Coelocaulon muricatum (Ach.) Laundi",,,,,,,PreservedSpecimen,ark:/21547/Ff2_178
187,,"FLORA of ALASKA",,,"466","Stephen S. Talbot",,,,ark:/21547/Fg2_179,"2003-07-29",,,,"29 July 2003","On Stones in Dryas octopetala-Lupinus arcticus alpine tundra",,,"USA","ALASKA",,,ark:/21547/Fh2_179,,"Selawik NWR; Waring Mountains, Selawik (D-2) Alaska","1252 ft",,,"66°54,02.9"" N 159° 59' 02.2"" W","66°54,02.9"" N","159° 59' 02.2"" W",,"Cetraria nigricans (Retz.) Nyl.",,,,ark:/21547/Fj2_183,"John W. Thomson","2003-11",,,ark:/21547/Fi2_183,,"Cetraria nigricans (Retz.) Nyl.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_179
188,,"FLORA of ALASKA",,,"134","Stephen S. Talbot",,,,ark:/21547/Fg2_180,"1995-07-17",,,,"17 July 1995","On boulder ridge in Salix rotundifolia-Racomitrium lanuginosum tundra",,,"USA","ALASKA",,,ark:/21547/Fh2_180,,"Simeonof Is.; Shumagin Islands, Alaska; NE slope of Hill 1265, Simeonof Island (D-1), Alaska","260 m",,,"54°53.977'N, 159°16.879'W","54°53.977'N","159°16.879'W",,"Cetraria nigricans (Retz) Nyl",,"54.9","-159.281",ark:/21547/Fj2_184,"John W. Thomson","1997",,,ark:/21547/Fi2_184,,"Cetraria nigricans (Retz) Nyl",,,,,,,PreservedSpecimen,ark:/21547/Ff2_180
189,,"FLORA of ALASKA",,,"318","Stephen S. Talbot & Sandra L. Talbot",,,,ark:/21547/Fg2_181,"1995-07-24",,,,"24 July 1995","On boulder",,,"USA","ALASKA",,,ark:/21547/Fh2_181,,"Simeonof Is.; Shumagin Islands, Alaska; E-facing mid-slope of Hill 1021, Simeonof Island (D-1), Alaska","300 m",,,"54°56.307'N, 159°16.808'W","54°56.307'N","159°16.808'W",,"Cetrelia alaskana (Culb. & Culb.) Culb. & Culb.",,"54.938","-159.28",ark:/21547/Fj2_185,"John W. Thomson","1997",,,ark:/21547/Fi2_185,,"Cetrelia alaskana (Culb. & Culb.) Culb. & Culb.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_181
190,,"FLORA of ALASKA",,,"42","Stephen S. Talbot",,,,ark:/21547/Fg2_182,"1995-07-14",,,,"14 July 1995","On boulder on mountain ridge",,,"USA","ALASKA",,,ark:/21547/Fh2_182,,"Simeonof Is.; Shumagin Islands, Alaska; Hill 624, Simeonof Island (D-1), Alaska","250 m",,,"54°54.875'N, 159°15.470'W","54°54.875'N","159°15.470'W",,"Cetrelia alaskana (Culb. & Culb.) Culb. & Culb.",,"54.915","-159.258",ark:/21547/Fj2_186,"John W. Thomson","1997",,,ark:/21547/Fi2_186,,"Cetrelia alaskana (Culb. & Culb.) Culb. & Culb.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_182
191,,"FLORA of ALASKA",,,"SP97-082","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_183,"1997-07-12",,,,"12 July 1997","On talus boulder in Empetrum nigrum heath",,,"USA","ALASKA",,,ark:/21547/Fh2_183,,"St. Paul Island, Alaska; 0.5 km NE of Telegraph Hill, Pribilof Islands, Alaska","100 m",,,"57°09.478'N, 170°15.812'W","57°09.478'N","170°15.812'W",,"Asahinea Cetrelia alaskana (Culb. & les. Culb.) Culb. & Culb.",,"57.158","-170.264",ark:/21547/Fj2_187,"John W. Thomson","1998",,,ark:/21547/Fi2_187,,"Asahinea Cetrelia alaskana (Culb. & les. Culb.) Culb. & Culb.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_183
192,,"FLORA of ALASKA",,,"72","Stephen S. Talbot",,,,ark:/21547/Fg2_184,"1995-07-14",,,,"14 July 1995","On mosses under cliff overhang below mountain ridge on south-facing slope",,,"USA","ALASKA",,,ark:/21547/Fh2_184,,"Simeonof Is.; Shumagin Islands, Alaska; Hill 624, Simeonof Island (D-1), Alaska","250 m",,,"54°54.875'N, 159°15.470'W","54°54.875'N","159°15.470'W",,"Cetrelia centrarioides (Del. ex Duby) Culb & Culb.",,"54.915","-159.258",ark:/21547/Fj2_188,"John W. Thomson","1997",,,ark:/21547/Fi2_188,,"Cetrelia centrarioides (Del. ex Duby) Culb & Culb.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_184
193,,"LICHENS OF SOUTHEAST ALASKA",,,,"L.Geiser",,,,ark:/21547/Fg2_185,"1989-07-26",,,,"26 July 1989","On P. trichocarpa",,,"USA","ALASKA",,,ark:/21547/Fh2_185,,"Tongass National Forest/Stikine-LeConte Wilderness, Mainland, Stikine R., Limb Is., near Elbow Slough Petersburg C-l, Section 14NE, T60S, R83E","(m .) <30",,,,,,,"Cetrelia cetrarioides (Delise ex Duby) Culb & C. Culb",,,,ark:/21547/Fj2_189,"L.Geiser / J.Thomson","1992",,,ark:/21547/Fi2_189,,"Cetrelia cetrarioides (Delise ex Duby) Culb & C. Culb",,,,,,,PreservedSpecimen,ark:/21547/Ff2_185
194,,"PLANTS OF ONTARIO",,,"11640","C.E.Garton",,,,ark:/21547/Fg2_186,"1969-06-05",,,,"5 June 1969","On basaltic rock face",,,"Canada","ONTARIO","Thunder Bay Dist.",,ark:/21547/Fh2_186,,"Bottom of Ouimet Canyon .8 km. E. of parking lot, 10 km. W. of Dorion P.O., Dorion Twp.",,,,"n. 48° 48' w.88° 40'",,,,"Cetrelia chicitae (W. Culb.) W. Culb. & C. Culb.",,,,ark:/21547/Fj2_190,"P.Y.Wong","Nov. 1975",,,ark:/21547/Fi2_190,,"Cetrelia chicitae (W. Culb.) W. Culb. & C. Culb.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_186
195,,"PLANTS OF ONTARIO",,,"11810","C.E.Garton",,,,ark:/21547/Fg2_187,"1969-06-25",,,,"25 June 1969","On sloping sides of large exposed basaltic talus boulder",,,"Canada","ONTARIO","Thunder Bay Dist",,ark:/21547/Fh2_187,,"E. side of Black Sturgeon L., 1.6 km. N. of Long Point Bay.",,,,"N. 49° 28' W. 88° 52'",,,,"Cetrelia chicitae (W. Culb.) W. Culb. & C. Culb.",,,,ark:/21547/Fj2_191,"P.Y.Wong","1975-11",,,ark:/21547/Fi2_191,,"Cetrelia chicitae (W. Culb.) W. Culb. & C. Culb.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_187
196,,"PLANTS OF ONTARIO",,,"15099","C.E.Garton",,,,ark:/21547/Fg2_188,"1972-07-24",,,,"24 July 1972","On side near end on top of huge damp shaded ""basaltic talus boulder at bottom of gorge.",,,"Canada","ONTARIO",,,ark:/21547/Fh2_188,,"NW. corner of Cavern L., l6 km. NNW. of Dorion Twp",,,,"N.48° 50' W. 88° 41'",,,,"Cetraria chicitae (W. Culb.) W. Culb. & C. Culb",,,,ark:/21547/Fj2_192,"P.Y.Wong","1975-11",,,ark:/21547/Fi2_192,,"Cetraria chicitae (W. Culb.) W. Culb. & C. Culb",,,,,,,PreservedSpecimen,ark:/21547/Ff2_188
197,,"FLORA of ALASKA",,,"458","Stephen S. Talbot",,,,ark:/21547/Fg2_189,"7/28/2003",,,,"28 July 2003","Epiphytic on Alnus viridis",,,"USA","ALASKA",,,ark:/21547/Fh2_189,,"Selawik NWR, Selawik (D-5) Alaska","10 ft",,,"66°50'13.8""N, 161°38'03.3""W","66°50'13.8""N","161°38'03.3""W",,"Cetraria pinatri (Scop.) S. Gray",,"66.837","-161.634",ark:/21547/Fj2_193,"John W. Thomson","November 2003",,,ark:/21547/Fi2_193,,"Cetraria pinatri (Scop.) S. Gray",,,,,,,PreservedSpecimen,ark:/21547/Ff2_189
198,,"FLORA of ALASKA",,,"333","Stephen S. Talbot",,,,ark:/21547/Fg2_190,"7/24/2003",,,,"24 July 2003","Epiphytic on Alnus viridis in Alnus viridis-Calamagrostis canadensis thicket along brook",,,"USA","ALASKA",,,ark:/21547/Fh2_190,,"Selawik NWR, Lake 180 area, Selawik (A-3) Alaska","204 ft",,,"66°12'23.6""N, 160°15'01.9""W","66°12'23.6""N","160°15'01.9""W",,"Cetraria pinastri (Scop.) S. Gray",,"66.207","-160.251",ark:/21547/Fj2_194,"John W. Thomson","2003-November",,,ark:/21547/Fi2_194,,"Cetraria pinastri (Scop.) S. Gray",,,,,,,PreservedSpecimen,ark:/21547/Ff2_190
199,,"PLANTS OF NORTHERN ALASKA",,,"87-25","N. Grulke",,,,ark:/21547/Fg2_191,"1987-08",,,,"August, 1987","moist tussock tundra dominated by Ledum palustre ssp. decumbens, Eriophorum vaginatum. Betula nana, and Vaccinium vitis-idaea.",,,"USA","ALASKA",,,ark:/21547/Fh2_191,,"Collected in the North Slope Foothills of the Central Brooks Range (68°38'N,149°31'W), .5 km E of Toolik Lake","635 m",,,"68°38'N,149°31'W",,,,"Cetraria delisea (Bory) Th. Fr.",,,,ark:/21547/Fj2_195,,,,,ark:/21547/Fi2_195,,"Cetraria delisea (Bory) Th. Fr.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_191
200,,"FLORA of ALASKA",,,"SP97-305","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_192,"1997-07-14",,,,"14 July 1997","On mosses over boulder at caldera bottom",,,"USA","ALASKA",,,ark:/21547/Fh2_192,,"St. Paul Island, Alaska; 0.5 km E of Rush Hill, Pribilof Islands, Alaska","60 m",,,"57°10.485'N, 170°21.802'W","57°10.485'N","170°21.802'W",,"Cetraria",,"57.175","-170.363",ark:/21547/Fj2_196,"John W. Thomson","1998",,,ark:/21547/Fi2_196,,"Cetraria",,,,,,,PreservedSpecimen,ark:/21547/Ff2_192
201,,"FLORA of ALASKA",,,"SM97-162","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_193,"1997-07-20",,,,"20 July 1997","Streamside on Salix arctica leaves and mosses",,,"USA","ALASKA",,,ark:/21547/Fh2_193,,"Glory of Russia Cape area, St. Matthew Island, Alaska","33 m",,,"Latitude 60° 33.436'N Longitude 172° 55.950'W","60°33.436'N","172°55.950'W",,"Cetraria delisei (Bury) Th Ar",,"60.557","-172.933",ark:/21547/Fj2_197,"John W. Thomson","1998",,,ark:/21547/Fi2_197,,"Cetraria delisei (Bury) Th Ar",,,,,,,PreservedSpecimen,ark:/21547/Ff2_193
202,,"FLORA of ALASKA",,,"SM97-095","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_194,"1997-07-19",,,,"19 July 1997","On peat mound in Carex aquatilis-Salix peatland",,,"USA","ALASKA",,,ark:/21547/Fh2_194,,"Glory of Russia Cape area, St. Matthew Island, St. Matthew, Alaska Quad.","30 m",,,"60°33.582'N, 172°56.445'W","60°33.582'N","172°56.445'W",,"Cetraria fastigiata (Del ex Nyl) in Durl) Karnof.",,"60.56","-172.941",ark:/21547/Fj2_198,"John W. Thomson","1998",,,ark:/21547/Fi2_198,,"Cetraria fastigiata (Del ex Nyl) in Durl) Karnof.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_194
203,,"FLORA of ALASKA",,,"SM97-202","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_195,"1997-07-21",,,,"21 July 1997","On Peat mound in Rubus chamaemorus meadow",,,"USA","ALASKA",,,ark:/21547/Fh2_195,,"Glory of Russia Cape area, St. Matthew Island, St. Matthew, Alaska Quad.","33 m",,,"60°34.515'N, 172°59.457'W","60°34.515'N","172°59.457'W",,"Cetraria",,"60.575","-172.991",ark:/21547/Fj2_199,"John W. Thomson","1998",,,ark:/21547/Fi2_199,,"Cetraria",,,,,,,PreservedSpecimen,ark:/21547/Ff2_195
204,,"FLORA of ALASKA",,,"SM97-013","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_196,"1997-07-18",,,,"18 July 1997","On humus of eroding streamlet bank on terrace above beach",,,"USA","ALASKA",,,ark:/21547/Fh2_196,,"Glory of Russia Cape area, St. Matthew Island, St. Matthew, Alaska Quad.","13 m",,,"60°33.130'N, 172°55.612'W","60°33.130'N","172°55.612'W",,"Cetraria delisei (Bory) Th. Ar.",,"60.552","-172.927",ark:/21547/Fj2_200,"John W. Thomson","1998",,,ark:/21547/Fi2_200,,"Cetraria delisei (Bory) Th. Ar.",,,,,,,PreservedSpecimen,ark:/21547/Ff2_196
205,,"FLORA of ALASKA",,,"SM97-001","Stephen & Sandra Talbot",,,,ark:/21547/Fg2_197,"1997-07-18",,,,"18 July 1997","On humus of eroding streamlet bank on terrace above beach",,,"USA","ALASKA",,,ark:/21547/Fh2_197,,"St. Matthew, Alaska Quad.","13 m",,,"60°33.130'N, 172°55.612'W","60°33.130'N","172°55.612'W",,"Cetraria delisei (Borg) Th.W",,"60.552","-172.927",ark:/21547/Fj2_201,"John W. Thomson","1998",,,ark:/21547/Fi2_201,,"Cetraria delisei (Borg) Th.W",,,,,,,PreservedSpecimen,ark:/21547/Ff2_197
